ID, VALUE_EN, VALUE_RU, VALUE_UK
"119538","","","12"
"119539","","","13"
"119540","","","14"
"119541","","","14А"
"119542","","","15"
"119543","","","16А"
"119544","","","17"
"119545","","","18"
"119546","","","20"
"119547","","","20А"
"119548","","","21"
"119549","","","22"
"119550","","","23"
"119551","","","24"
"119552","","","24А"
"119553","","","25"
"119554","","","26"
"119555","","","28"
"119556","","","29"
"119557","","","30"
"119558","","","30А"
"119559","","","31"
"119560","","","32"
"119561","","","33"
"119562","","","34"
"119563","","","35"
"119564","","","35А"
"119565","","","36"
"119566","","","37"
"119567","","","38"
"119568","","","39"
"119569","","","40"
"119570","","","41"
"119571","","","42"
"119572","","","43"
"119573","","","44"
"119574","","","46"
"119575","","","47"
"119576","","","48"
"119577","","","49"
"119578","","","50"
"119579","","","51"
"119580","","","52"
"119581","","","53"
"119582","","","54"
"119583","","","56"
"119584","","","57"
"119585","","","58"
"119586","","","61"
"119587","","","62"
"119588","","","64"
"119589","","","65"
"119590","","","66"
"119591","","","68"
"119592","","","70"
"119593","","","72"
"119594","","","74"
"119595","","","76"
"119596","","","78"
"119597","","","80"
"119598","","","82"
"119599","","","84"
"119600","","","86"
"119601","","","88"
"119602","","","90"
"119603","","","92"
"119604","","","94"
"119605","","","96"
"119606","","","1"
"119607","","","Левадний пров."
"119608","","","2"
"119609","","","3"
"119610","","","4"
"119611","","","5"
"119612","","","6"
"119613","","","7"
"119614","","","8"
"119615","","","9"
"119616","","","11"
"119617","","","12"
"119618","","","13"
"119619","","","14"
"119620","","","14А"
"119621","","","14Б"
"119622","","","14В"
"119623","","","14Г"
"119624","","","16"
"119625","","","16А"
"119626","","","17"
"119627","","","18"
"119628","","","18А"
"119629","","","19"
"119630","","","20"
"119631","","","21"
"119632","","","22"
"119633","","","2"
"119634","","","Леваневського вул."
"119635","","","4"
"119636","","","5"
"119637","","","6"
"119638","","","7"
"119639","","","8"
"119640","","","8/7"
"119641","","","9"
"119642","","","33"
"119643","","","1"
"119644","","","Лейпцизька вул."
"119645","","","1А"
"119646","","","2/37"
"119647","","","3"
"119648","","","3А"
"119649","","","5"
"119650","","","6"
"119651","","","11А"
"119652","","","12"
"119653","","","13"
"119654","","","14"
"119655","","","15"
"119656","","","16"
"119657","","","1"
"119658","","","Леніна вул. (Бортничі)"
"119659","","","3"
"119660","","","4"
"119661","","","5"
"119662","","","6"
"119663","","","7А"
"119664","","","8"
"119665","","","9"
"119666","","","10"
"119667","","","11"
"119668","","","12"
"119669","","","13"
"119670","","","14"
"119671","","","15"
"119672","","","16"
"119673","","","17"
"119674","","","18"
"119675","","","19"
"119676","","","20"
"119677","","","21"
"119678","","","23"
"119679","","","23А"
"119680","","","23Б"
"119681","","","24"
"119682","","","25"
"119683","","","26"
"119684","","","27"
"119685","","","28"
"119686","","","29"
"119687","","","31"
"119688","","","34"
"119689","","","36"
"119690","","","37"
"119691","","","38"
"119692","","","39"
"119693","","","40"
"119694","","","41"
"119695","","","41А"
"119696","","","41Б"
"119697","","","42"
"119698","","","42В"
"119699","","","42Д"
"119700","","","43"
"119701","","","44"
"119702","","","45"
"119703","","","45А"
"119704","","","46"
"119705","","","47"
"119706","","","47-59"
"119707","","","47А"
"119708","","","48"
"119709","","","49"
"119710","","","49А"
"119711","","","50"
"119712","","","52"
"119713","","","53"
"119714","","","54"
"119715","","","55"
"119716","","","59"
"119717","","","61"
"119718","","","64"
"119719","","","65"
"119720","","","1"
"119721","","","Леніна вул. (Жуляни)"
"119722","","","2"
"119723","","","3"
"119724","","","4А"
"119725","","","5"
"119726","","","6"
"119727","","","7"
"119728","","","8"
"119729","","","9"
"119730","","","10"
"119731","","","11"
"119732","","","12"
"119733","","","13"
"119734","","","14"
"119735","","","14А"
"119736","","","15"
"119737","","","17"
"119738","","","18"
"119739","","","18А"
"119740","","","20А"
"119741","","","21"
"119742","","","22"
"119743","","","22А"
"119744","","","23"
"119745","","","24-24А"
"119746","","","25"
"119747","","","26"
"119748","","","27"
"119749","","","28"
"119750","","","29"
"119751","","","30"
"119752","","","31"
"119753","","","32"
"119754","","","33"
"119755","","","34-34А"
"119756","","","36"
"119757","","","37"
"119758","","","38"
"119759","","","39"
"119760","","","40"
"119761","","","40А"
"119762","","","41"
"119763","","","42"
"119764","","","43"
"119765","","","44"
"119766","","","45/2"
"119767","","","45А"
"119768","","","46"
"119769","","","47"
"119770","","","48"
"119771","","","49"
"119772","","","50"
"119773","","","51"
"119774","","","52"
"119775","","","53"
"119776","","","54А"
"119777","","","55"
"119778","","","56"
"119779","","","57"
"119780","","","58"
"119781","","","59"
"119782","","","60-60А"
"119783","","","61"
"119784","","","62"
"119785","","","63"
"119786","","","64"
"119787","","","65"
"119788","","","66"
"119789","","","66А"
"119790","","","67"
"119791","","","68"
"119792","","","69"
"119793","","","70"
"119794","","","71"
"119795","","","72"
"119796","","","73"
"119797","","","74"
"119798","","","75"
"119799","","","76"
"119800","","","77"
"119801","","","78"
"119802","","","79"
"119803","","","80"
"119804","","","82"
"119805","","","83"
"119806","","","83А"
"119807","","","84"
"119808","","","85"
"119809","","","86"
"119810","","","87"
"119811","","","88"
"119812","","","89"
"119813","","","90"
"119814","","","91"
"119815","","","91Б"
"119816","","","91В"
"119817","","","91Д"
"119818","","","91Ж"
"119819","","","92"
"119820","","","93"
"119821","","","94"
"119822","","","95"
"119823","","","97"
"119824","","","98"
"119825","","","99"
"119826","","","100"
"119827","","","101"
"119828","","","102"
"119829","","","103"
"119830","","","104"
"119831","","","105"
"119832","","","106"
"119833","","","107"
"119834","","","108"
"119835","","","108А"
"119836","","","109"
"119837","","","110"
"119838","","","111"
"119839","","","112"
"119840","","","112А"
"119841","","","114"
"119842","","","115"
"119843","","","116"
"119844","","","117"
"119845","","","119"
"119846","","","121"
"119847","","","123"
"119848","","","125"
"119849","","","127"
"119850","","","129"
"119851","","","131"
"119852","","","133"
"119853","","","135"
"119854","","","137-137А"
"119855","","","139"
"119856","","","141"
"119857","","","143"
"119858","","","145"
"119859","","","147"
"119860","","","149"
"119861","","","151"
"119862","","","153"
"119863","","","155"
"119864","","","157"
"119865","","","159"
"119866","","","161"
"119867","","","163"
"119868","","","165"
"119869","","","167"
"119870","","","1"
"119871","","","Леніна вул. (Петр. Борщагівка)"
"119872","","","1А"
"119873","","","2"
"119874","","","2А"
"119875","","","5"
"119876","","","5В"
"119877","","","7"
"119878","","","9"
"119879","","","10"
"119880","","","21"
"119881","","","21А"
"119882","","","25"
"119883","","","29"
"119884","","","36"
"119885","","","37"
"119886","","","41"
"119887","","","43"
"119888","","","54"
"119889","","","55"
"119890","","","60"
"119891","","","63"
"119892","","","89"
"119893","","","103"
"119894","","","117"
"119895","","","11"
"119896","","","Леніна вул. (Софіїв.Борщагівка)"
"119897","","","19"
"119898","","","21"
"119899","","","25"
"119900","","","25А"
"119901","","","27"
"119902","","","30"
"119903","","","32"
"119904","","","37"
"119905","","","44"
"119906","","","49"
"119907","","","53"
"119908","","","56"
"119909","","","65"
"119910","","","88"
"119911","","","104"
"119912","","","114"
"119913","","","1"
"119914","","","Леніна вул. (Троєщина)"
"119915","","","2"
"119916","","","2А"
"119917","","","3"
"119918","","","4"
"119919","","","4А"
"119920","","","5"
"119921","","","6"
"119922","","","6А"
"119923","","","7"
"119924","","","8"
"119925","","","8А"
"119926","","","9"
"119927","","","10"
"119928","","","12"
"119929","","","12А"
"119930","","","13"
"119931","","","14"
"119932","","","15"
"119933","","","15А"
"119934","","","16"
"119935","","","16А"
"119936","","","17"
"119937","","","18"
"119938","","","19"
"119939","","","20"
"119940","","","21"
"119941","","","22"
"119942","","","22А"
"119943","","","23"
"119944","","","24"
"119945","","","25"
"119946","","","26"
"119947","","","27"
"119948","","","28"
"119949","","","28А"
"119950","","","29"
"119951","","","30"
"119952","","","31"
"119953","","","32"
"119954","","","33"
"119955","","","34"
"119956","","","35"
"119957","","","36"
"119958","","","36А"
"119959","","","37"
"119960","","","38"
"119961","","","39"
"119962","","","40"
"119963","","","42-44"
"119964","","","44"
"119965","","","46"
"119966","","","46А"
"119967","","","48"
"119968","","","50"
"119969","","","50А"
"119970","","","52"
"119971","","","54"
"119972","","","56"
"119973","","","58"
"119974","","","60"
"119975","","","62"
"119976","","","64"
"119977","","","64А"
"119978","","","66А"
"119979","","","68"
"119980","","","70"
"119981","","","72"
"119982","","","74"
"119983","","","76"
"119984","","","78"
"119985","","","80"
"119986","","","82"
"119987","","","84"
"119988","","","86"
"119989","","","86А"
"119990","","","88"
"119991","","","90"
"119992","","","92"
"119993","","","94"
"119994","","","96"
"119995","","","98"
"119996","","","100"
"119997","","","102"
"119998","","","104"
"119999","","","106"
"120000","","","108"
"120001","","","110"
"120002","","","110А"
"120003","","","114"
"120004","","","114А"
"120005","","","118"
"120006","","","118А"
"120007","","","2/2"
"120008","","","Ленінградська пл."
"120009","","","7"
"120010","","","1"
"120011","","","Ленінська вул."
"120012","","","1/27"
"120013","","","Леонтовича вул."
"120014","","","2"
"120015","","","3"
"120016","","","4"
"120017","","","5"
"120018","","","6"
"120019","","","6А"
"120020","","","7"
"120021","","","7А"
"120022","","","9"
"120023","","","9А"
"120024","","","11"
"120025","","","1/28"
"120026","","","Лепсе Івана бульв."
"120027","","","2"
"120028","","","3"
"120029","","","4"
"120030","","","5"
"120031","","","5А"
"120032","","","5Б"
"120033","","","5В"
"120034","","","5Г"
"120035","","","6"
"120036","","","7"
"120037","","","7А"
"120038","","","7Б"
"120039","","","7В"
"120040","","","8"
"120041","","","8А"
"120042","","","9"
"120043","","","9А"
"120044","","","9Б"
"120045","","","9В"
"120046","","","10"
"120047","","","11"
"120048","","","12"
"120049","","","13"
"120050","","","14"
"120051","","","14-16"
"120052","","","15"
"120053","","","15А"
"120054","","","16"
"120055","","","16А"
"120056","","","17"
"120057","","","18"
"120058","","","18А"
"120059","","","19"
"120060","","","19А"
"120061","","","20"
"120062","","","21"
"120063","","","21А"
"120064","","","21Б"
"120065","","","21В"
"120066","","","22А"
"120067","","","23"
"120068","","","23А"
"120069","","","23Б"
"120070","","","24"
"120071","","","25"
"120072","","","26"
"120073","","","27"
"120074","","","27А"
"120075","","","27Б"
"120076","","","28"
"120077","","","29"
"120078","","","30/1"
"120079","","","31"
"120080","","","32"
"120081","","","34"
"120082","","","34А"
"120083","","","34Б"
"120084","","","34В"
"120085","","","34Г"
"120086","","","35/2"
"120087","","","36"
"120088","","","36Б"
"120089","","","36В"
"120090","","","37"
"120091","","","38"
"120092","","","38В"
"120093","","","38Г"
"120094","","","39"
"120095","","","40"
"120096","","","40А"
"120097","","","40Б"
"120098","","","41"
"120099","","","41А"
"120100","","","42"
"120101","","","43"
"120102","","","43А"
"120103","","","44"
"120104","","","45"
"120105","","","46"
"120106","","","47/15"
"120107","","","48/24"
"120108","","","49"
"120109","","","50"
"120110","","","51/16"
"120111","","","52"
"120112","","","53"
"120113","","","54/26"
"120114","","","55"
"120115","","","57/36"
"120116","","","57/38"
"120117","","","65"
"120118","","","67"
"120119","","","69"
"120120","","","71"
"120121","","","73/22"
"120122","","","75"
"120123","","","75А"
"120124","","","77"
"120125","","","77А"
"120126","","","79"
"120127","","","79А"
"120128","","","79Б"
"120129","","","79В"
"120130","","","79Г"
"120131","","","79Д"
"120132","","","81"
"120133","","","83"
"120134","","","83А"
"120135","","","83Б"
"120136","","","83В"
"120137","","","83Г"
"120138","","","83Д"
"120139","","","85"
"120140","","","85А"
"120141","","","87"
"120142","","","87А"
"120143","","","89"
"120144","","","91А"
"120145","","","10"
"120146","","","Лермонтова 1-Й пров."
"120147","","","12А"
"120148","","","14А"
"120149","","","28А"
"120150","","","Лермонтова 2-Й пров."
"120151","","","28Б"
"120152","","","28В"
"120153","","","1"
"120154","","","Лермонтова вул. (Бортничі)"
"120155","","","2"
"120156","","","3"
"120157","","","4"
"120158","","","5"
"120159","","","6"
"120160","","","6А"
"120161","","","7"
"120162","","","8"
"120163","","","9"
"120164","","","10"
"120165","","","11"
"120166","","","12"
"120167","","","12Б"
"120168","","","13"
"120169","","","14"
"120170","","","15"
"120171","","","16"
"120172","","","17"
"120173","","","18"
"120174","","","19"
"120175","","","20"
"120176","","","22"
"120177","","","24"
"120178","","","26"
"120179","","","28"
"120180","","","30"
"120181","","","32"
"120182","","","34"
"120183","","","36"
"120184","","","38"
"120185","","","40"
"120186","","","42"
"120187","","","44"
"120188","","","46"
"120189","","","48"
"120190","","","50"
"120191","","","52"
"120192","","","54"
"120193","","","56"
"120194","","","58"
"120195","","","60"
"120196","","","62"
"120197","","","64"
"120198","","","65"
"120199","","","66"
"120200","","","68"
"120201","","","70"
"120202","","","70А"
"120203","","","71"
"120204","","","72"
"120205","","","72А"
"120206","","","73"
"120207","","","74"
"120208","","","76А"
"120209","","","78А"
"120210","","","82"
"120211","","","85"
"120212","","","1"
"120213","","","Лермонтова вул. (Троєщина)"
"120214","","","2"
"120215","","","3"
"120216","","","4"
"120217","","","5"
"120218","","","6"
"120219","","","7"
"120220","","","7А"
"120221","","","8"
"120222","","","9"
"120223","","","10"
"120224","","","11"
"120225","","","12"
"120226","","","13А"
"120227","","","14"
"120228","","","15"
"120229","","","15А"
"120230","","","16"
"120231","","","17"
"120232","","","18"
"120233","","","18А"
"120234","","","19"
"120235","","","20"
"120236","","","20А"
"120237","","","20Б"
"120238","","","21"
"120239","","","22"
"120240","","","23"
"120241","","","24"
"120242","","","24А"
"120243","","","25"
"120244","","","25А"
"120245","","","26"
"120246","","","27"
"120247","","","28"
"120248","","","29"
"120249","","","30"
"120250","","","3"
"120251","","","Лермонтовська вул."
"120252","","","4"
"120253","","","12"
"120254","","","14А"
"120255","","","1А"
"120256","","","Либідська вул."
"120257","","","1Б"
"120258","","","1В"
"120259","","","2"
"120260","","","2А"
"120261","","","4"
"120262","","","6"
"120263","","","8"
"120264","","","10"
"120265","","",""
"120266","","","Либідська пл."
"120267","","","1"
"120268","","","Ливарська вул."
"120269","","","1А"
"120270","","","2А"
"120271","","","3"
"120272","","","5"
"120273","","","7"
"120274","","","Липова вул."
"120275","","","2"
"120276","","","Липська вул."
"120277","","","3"
"120278","","","4"
"120279","","","5"
"120280","","","8"
"120281","","","9"
"120282","","","9А"
"120283","","","9Б"
"120284","","","10"
"120285","","","11"
"120286","","","12/5"
"120287","","","14"
"120288","","","15"
"120289","","","15/17"
"120290","","","15А"
"120291","","","15Б"
"120292","","","15В"
"120293","","","16"
"120294","","","16А"
"120295","","","18/5"
"120296","","","19/7"
"120297","","","3"
"120298","","","Липський пров."
"120299","","","1"
"120300","","","Лисенка вул."
"120301","","","1А"
"120302","","","2"
"120303","","","2А"
"120304","","","3"
"120305","","","4"
"120306","","","4А"
"120307","","","5"
"120308","","","6"
"120309","","","8"
"120310","","","П1"
"120311","","","1"
"120312","","","Лисичанська вул."
"120313","","","3"
"120314","","","6"
"120315","","","6А"
"120316","","","7/9"
"120317","","","9"
"120318","","","10"
"120319","","","11"
"120320","","","12/2"
"120321","","","13"
"120322","","","14/1"
"120323","","","15"
"120324","","","16"
"120325","","","17"
"120326","","","18"
"120327","","","19"
"120328","","","20"
"120329","","","21"
"120330","","","23"
"120331","","","25"
"120332","","","27"
"120333","","","29"
"120334","","","31"
"120335","","","33"
"120336","","","35/4"
"120337","","","3"
"120338","","","Лисичанський пров."
"120339","","","4"
"120340","","","5"
"120341","","","6"
"120342","","","7"
"120343","","","8"
"120344","","","9"
"120345","","","10"
"120346","","","11"
"120347","","","12"
"120348","","","13"
"120349","","","14"
"120350","","","15"
"120351","","","16"
"120352","","","17"
"120353","","","19"
"120354","","","1"
"120355","","","Лисогірська вул."
"120356","","","3"
"120357","","","4"
"120358","","","5"
"120359","","","6"
"120360","","","7"
"120361","","","8"
"120362","","","9"
"120363","","","11"
"120364","","","12"
"120365","","","13"
"120366","","","14"
"120367","","","15"
"120368","","","17"
"120369","","","19"
"120370","","","21"
"120371","","","23"
"120372","","","25"
"120373","","","27"
"120374","","","29"
"120375","","","29А"
"120376","","","31"
"120377","","","33"
"120378","","","35"
"120379","","","37"
"120380","","","Лисогірський пров."
"120381","","","1/61"
"120382","","","Листопадна вул."
"120383","","","1Б/2"
"120384","","","2"
"120385","","","2А"
"120386","","","3"
"120387","","","4"
"120388","","","5"
"120389","","","6"
"120390","","","7"
"120391","","","8"
"120392","","","10"
"120393","","","11"
"120394","","","11А"
"120395","","","12"
"120396","","","13"
"120397","","","14"
"120398","","","15"
"120399","","","17"
"120400","","","18"
"120401","","","19"
"120402","","","20"
"120403","","","21"
"120404","","","22"
"120405","","","23"
"120406","","","24"
"120407","","","25"
"120408","","","27"
"120409","","","28"
"120410","","","29"
"120411","","","30"
"120412","","","31"
"120413","","","32"
"120414","","","33"
"120415","","","35"
"120416","","","36"
"120417","","","37"
"120418","","","38"
"120419","","","39"
"120420","","","40"
"120421","","","41"
"120422","","","42"
"120423","","","45"
"120424","","","46"
"120425","","","47"
"120426","","","48"
"120427","","","49"
"120428","","","50"
"120429","","","51"
"120430","","","53"
"120431","","","55"
"120432","","","57"
"120433","","","Листопадний пров."
"120434","","","4"
"120435","","","Лисянська вул."
"120436","","","6"
"120437","","","8"
"120438","","","14"
"120439","","","16"
"120440","","","1"
"120441","","","Литвиненко-Вольгемут вул."
"120442","","","1А"
"120443","","","1Б"
"120444","","","1В"
"120445","","","1Г"
"120446","","","2"
"120447","","","2А"
"120448","","","3"
"120449","","","3А"
"120450","","","4"
"120451","","","4А"
"120452","","","5"
"120453","","","5А"
"120454","","","5Б"
"120455","","","5Г"
"120456","","","1"
"120457","","","Литовський пров."
"120458","","","3"
"120459","","","5"
"120460","","","6"
"120461","","","7"
"120462","","","8"
"120463","","","10"
"120464","","","11"
"120465","","","12"
"120466","","","13"
"120467","","","14"
"120468","","","19"
"120469","","","1"
"120470","","","Лобановського вул."
"120471","","","13/18"
"120472","","","Лобачевського вул."
"120473","","","17/18"
"120474","","","17А"
"120475","","","23"
"120476","","","23А"
"120477","","","23Б"
"120478","","","23В"
"120479","","","2"
"120480","","","Лобачевського пров."
"120481","","","8А"
"120482","","","2"
"120483","","","Лодигіна вул."
"120484","","","5"
"120485","","","6"
"120486","","","7"
"120487","","","8"
"120488","","","9"
"120489","","","10"
"120490","","","11"
"120491","","","12"
"120492","","","13"
"120493","","","14"
"120494","","","15"
"120495","","","17"
"120496","","","19"
"120497","","","20"
"120498","","","21"
"120499","","","3"
"120500","","","Лодигіна пров."
"120501","","","4"
"120502","","","5"
"120503","","","7"
"120504","","","1"
"120505","","","Локомотивна вул."
"120506","","","2"
"120507","","","3"
"120508","","","4"
"120509","","","5"
"120510","","","6"
"120511","","","6А"
"120512","","","7"
"120513","","","8"
"120514","","","9"
"120515","","","10"
"120516","","","11"
"120517","","","14"
"120518","","","17"
"120519","","","19"
"120520","","","21"
"120521","","","23"
"120522","","","24А"
"120523","","","25"
"120524","","","28"
"120525","","","29"
"120526","","","31"
"120527","","","35"
"120528","","","36"
"120529","","","37"
"120530","","","38"
"120531","","","40"
"120532","","","42"
"120533","","","42А"
"120534","","","44"
"120535","","","46"
"120536","","","48"
"120537","","","52"
"120538","","","54"
"120539","","","56"
"120540","","","58"
"120541","","","3"
"120542","","","Ломоносова вул."
"120543","","","4"
"120544","","","5"
"120545","","","5/2"
"120546","","","5/3"
"120547","","","7"
"120548","","","8"
"120549","","","8Б"
"120550","","","10"
"120551","","","11"
"120552","","","12"
"120553","","","18"
"120554","","","19/11"
"120555","","","21/14"
"120556","","","22/15"
"120557","","","24"
"120558","","","26"
"120559","","","27"
"120560","","","28/41"
"120561","","","28А"
"120562","","","29"
"120563","","","30"
"120564","","","30/1"
"120565","","","30/2"
"120566","","","31"
"120567","","","33"
"120568","","","33/43"
"120569","","","34"
"120570","","","34/1"
"120571","","","34/2"
"120572","","","35"
"120573","","","36"
"120574","","","37"
"120575","","","38"
"120576","","","39"
"120577","","","40"
"120578","","","41"
"120579","","","42"
"120580","","","43"
"120581","","","44"
"120582","","","45"
"120583","","","46"
"120584","","","47"
"120585","","","49"
"120586","","","51"
"120587","","","52/3"
"120588","","","52А"
"120589","","","53"
"120590","","","54"
"120591","","","54А"
"120592","","","55"
"120593","","","56"
"120594","","","57"
"120595","","","58"
"120596","","","58А"
"120597","","","59"
"120598","","","60"
"120599","","","60/5"
"120600","","","60А"
"120601","","","61"
"120602","","","63"
"120603","","","65"
"120604","","","67"
"120605","","","69"
"120606","","","73"
"120607","","","73Б"
"120608","","","75"
"120609","","","77"
"120610","","","79"
"120611","","","81"
"120612","","","83А"
"120613","","","1"
"120614","","","Лохвицька вул."
"120615","","","2"
"120616","","","4"
"120617","","","6"
"120618","","","10"
"120619","","","12"
"120620","","","14"
"120621","","","16"
"120622","","","18"
"120623","","","20"
"120624","","","44"
"120625","","","46"
"120626","","","48"
"120627","","","52"
"120628","","","54"
"120629","","","56/12"
"120630","","","56А"
"120631","","","58"
"120632","","","60"
"120633","","","62"
"120634","","","64"
"120635","","","66"
"120636","","","2"
"120637","","","Лубенська вул."
"120638","","","3"
"120639","","","4А"
"120640","","","5"
"120641","","","5А"
"120642","","","5Б"
"120643","","","6"
"120644","","","6А"
"120645","","","10А"
"120646","","","11"
"120647","","","12"
"120648","","","14"
"120649","","","15"
"120650","","","16"
"120651","","","17"
"120652","","","19"
"120653","","","23"
"120654","","","1/2"
"120655","","","Луганська вул."
"120656","","","3"
"120657","","","3В"
"120658","","","5"
"120659","","","6"
"120660","","","7"
"120661","","","8"
"120662","","","9"
"120663","","","11"
"120664","","","12"
"120665","","","13"
"120666","","","14"
"120667","","","15"
"120668","","","16"
"120669","","","17"
"120670","","","18"
"120671","","","19"
"120672","","","20"
"120673","","","21"
"120674","","","22"
"120675","","","23"
"120676","","","24"
"120677","","","26"
"120678","","","27"
"120679","","","28"
"120680","","","29"
"120681","","","30"
"120682","","","31"
"120683","","","33"
"120684","","","34"
"120685","","","35"
"120686","","","36"
"120687","","","40"
"120688","","","42"
"120689","","","44"
"120690","","","46"
"120691","","","1"
"120692","","","Лугова вул. (Бортничі)"
"120693","","","1А"
"120694","","","2"
"120695","","","3"
"120696","","","4"
"120697","","","6"
"120698","","","8А"
"120699","","","8Б"
"120700","","","10"
"120701","","","12"
"120702","","","14"
"120703","","","16"
"120704","","","17"
"120705","","","18"
"120706","","","19"
"120707","","","20"
"120708","","","21"
"120709","","","24"
"120710","","","28"
"120711","","","29"
"120712","","","34"
"120713","","","35"
"120714","","","35А"
"120715","","","36"
"120716","","","38"
"120717","","","40"
"120718","","","42"
"120719","","","43"
"120720","","","43А"
"120721","","","44"
"120722","","","45"
"120723","","","46"
"120724","","","47"
"120725","","","48"
"120726","","","51"
"120727","","","53"
"120728","","","53А"
"120729","","","55"
"120730","","","56"
"120731","","","58"
"120732","","","59"
"120733","","","60"
"120734","","","62"
"120735","","","64"
"120736","","","66"
"120737","","","69"
"120738","","","70А"
"120739","","","71"
"120740","","","72"
"120741","","","75"
"120742","","","77"
"120743","","","78"
"120744","","","80"
"120745","","","81"
"120746","","","85"
"120747","","","1"
"120748","","","Лугова вул. (Жуляни)"
"120749","","","2"
"120750","","","2А"
"120751","","","3-3А"
"120752","","","4"
"120753","","","5"
"120754","","","6"
"120755","","","7"
"120756","","","8"
"120757","","","9"
"120758","","","10"
"120759","","","11"
"120760","","","12"
"120761","","","12А"
"120762","","","13"
"120763","","","14"
"120764","","","15"
"120765","","","18"
"120766","","","19"
"120767","","","20"
"120768","","","21"
"120769","","","22"
"120770","","","22А"
"120771","","","23"
"120772","","","24"
"120773","","","24А"
"120774","","","25"
"120775","","","26"
"120776","","","27"
"120777","","","28"
"120778","","","29"
"120779","","","30"
"120780","","","30А"
"120781","","","31"
"120782","","","32"
"120783","","","33-33А"
"120784","","","34"
"120785","","","35"
"120786","","","36"
"120787","","","37"
"120788","","","38"
"120789","","","39"
"120790","","","40"
"120791","","","40А"
"120792","","","41"
"120793","","","43"
"120794","","","44А"
"120795","","","45"
"120796","","","46"
"120797","","","47"
"120798","","","48"
"120799","","","49"
"120800","","","50"
"120801","","","51"
"120802","","","52-52А"
"120803","","","53"
"120804","","","55"
"120805","","","57"
"120806","","","59"
"120807","","","61"
"120808","","","63"
"120809","","","65"
"120810","","","67"
"120811","","","69"
"120812","","","71"
"120813","","","73"
"120814","","","73А"
"120815","","","75"
"120816","","","77"
"120817","","","79"
"120818","","","81"
"120819","","","83"
"120820","","","85"
"120821","","","87"
"120822","","","1"
"120823","","","Лугова вул. (Оболонь)"
"120824","","","1А"
"120825","","","9"
"120826","","","9В"
"120827","","","9П"
"120828","","","12"
"120829","","","13"
"120830","","","13А"
"120831","","","13Б"
"120832","","","15"
"120833","","","16"
"120834","","","16А"
"120835","","","1"
"120836","","","Луговий пров."
"120837","","","3"
"120838","","","4"
"120839","","","5А"
"120840","","","7"
"120841","","","8"
"120842","","","9"
"120843","","","10"
"120844","","","11"
"120845","","","12"
"120846","","","16"
"120847","","","18"
"120848","","","22"
"120849","","","1"
"120850","","","Лук'Янівська вул."
"120851","","","5"
"120852","","","7"
"120853","","","9"
"120854","","","11"
"120855","","","11А"
"120856","","","13"
"120857","","","14"
"120858","","","14В"
"120859","","","15"
"120860","","","27"
"120861","","","29А"
"120862","","","46"
"120863","","","62"
"120864","","","63"
"120865","","","65/67"
"120866","","","69"
"120867","","","77"
"120868","","","79"
"120869","","","81"
"120870","","","Лук'Янівська пл."
"120871","","","15"
"120872","","","Лукашевича Миколи вул."
"120873","","","15А"
"120874","","","17"
"120875","","","19"
"120876","","","21"
"120877","","","3"
"120878","","","Лумумби Патріса вул."
"120879","","","4"
"120880","","","4/6"
"120881","","","4/6В"
"120882","","","4А"
"120883","","","4А/6"
"120884","","","4Б"
"120885","","","4В"
"120886","","","5"
"120887","","","5А"
"120888","","","6/1"
"120889","","","7"
"120890","","","9"
"120891","","","10/1"
"120892","","","10/2"
"120893","","","10А"
"120894","","","10Б"
"120895","","","10В"
"120896","","","11"
"120897","","","12"
"120898","","","12А"
"120899","","","13"
"120900","","","14"
"120901","","","15"
"120902","","","16"
"120903","","","16/51"
"120904","","","17"
"120905","","","19"
"120906","","","20"
"120907","","","21"
"120908","","","22"
"120909","","","23/35"
"120910","","","1/2"
"120911","","","Луначарського Анатолія вул."
"120912","","","1А"
"120913","","","1Б"
"120914","","","1В"
"120915","","","2"
"120916","","","2А"
"120917","","","3"
"120918","","","3А"
"120919","","","3Б"
"120920","","","3В"
"120921","","","3Г"
"120922","","","4"
"120923","","","5"
"120924","","","5А"
"120925","","","7"
"120926","","","7А"
"120927","","","7Б"
"120928","","","10"
"120929","","","12"
"120930","","","14"
"120931","","","16/4"
"120932","","","20"
"120933","","","20-22"
"120934","","","20А"
"120935","","","22"
"120936","","","22А"
"120937","","","22Б"
"120938","","","22В"
"120939","","","24"
"120940","","","24Б"
"120941","","","24В"
"120942","","","24Г"
"120943","","","64"
"120944","","","64А"
"120945","","","67"
"120946","","","67А"
"120947","","","68"
"120948","","","70"
"120949","","","72"
"120950","","","72А"
"120951","","","74"
"120952","","","74А"
"120953","","","76"
"120954","","","Луначарського пл."
"120955","","","1/63"
"120956","","","Луначарського пров."
"120957","","","3"
"120958","","","7"
"120959","","","9"
"120960","","","11"
"120961","","","1"
"120962","","","Львівська вул."
"120963","","","1/9"
"120964","","","2/4"
"120965","","","3"
"120966","","","6/3"
"120967","","","7/9"
"120968","","","8/6"
"120969","","","12"
"120970","","","14"
"120971","","","15"
"120972","","","18"
"120973","","","18А"
"120974","","","18Б"
"120975","","","19"
"120976","","","22"
"120977","","","22А"
"120978","","","23"
"120979","","","24"
"120980","","","25"
"120981","","","26"
"120982","","","28"
"120983","","","32"
"120984","","","36/34"
"120985","","","37"
"120986","","","38"
"120987","","","40"
